datetime,charlie kirk_intensity,charlie kirk shot_intensity,charlie kirk shooter_intensity,la fires_intensity,tariffs_intensity,gene hackman_intensity,tariff_intensity,trump tariffs_intensity,trump approval rating_intensity,pope leo xiv_intensity,shedeur sanders_intensity,government shutdown_intensity,trump epstein_intensity,federal employees_intensity,shutdown_intensity,kash patel_intensity,xrp price_intensity,measles_intensity,f1 movie_intensity,switch 2_intensity,ai news_intensity,trump health_intensity,medicaid_intensity,greenland_intensity,nintendo switch 2_intensity,department of education_intensity,pete hegseth_intensity,powerball_intensity,pope francis_intensity,zelensky_intensity,xrp news_intensity,hulk hogan_intensity,stock market today_intensity,politico_intensity,bitcoin price_intensity,blake lively_intensity,chatgpt_intensity,harvard_intensity,justin baldoni_intensity,stock market_intensity,tesla stock_intensity,immigration_intensity,us news_intensity,aaron rodgers_intensity,pakistan_intensity
2025-04-30,0.0065,0.0,0.0,0.0006,1.5759,0.1864,0.9812,0.5249,0.0539,0.0,0.1077,0.0071,0.0,0.0343,0.0562,0.0408,0.0006,0.0592,0.0036,0.0172,0.0006,0.0041,0.1728,0.0615,0.013,0.129,0.2438,0.0059,0.1314,0.0657,0.0006,0.0095,0.003,0.0479,0.0059,0.0302,0.1367,0.2148,0.0243,0.2912,0.0065,1.3161,0.0112,0.0367,0.0917
2025-05-01,0.0121,0.0,0.0,0.0012,1.7218,0.0006,0.9736,0.5837,0.0316,0.0,0.0834,0.0029,0.0,0.0891,0.088,0.046,0.0017,0.1524,0.0017,0.0299,0.004,0.0506,0.203,0.0696,0.0196,0.2398,0.4543,0.0201,0.1978,0.0771,0.0,0.0127,0.0029,0.1334,0.0075,0.0351,0.0851,0.2542,0.0144,0.2645,0.0276,1.1312,0.0127,0.0109,0.1426
2025-05-02,0.0202,0.0,0.0,0.0,1.2855,0.0076,0.8389,0.5492,0.0296,0.0,0.0309,0.0069,0.0,0.0938,0.0466,0.0076,0.0025,0.0636,0.0208,0.0321,0.0,0.0151,0.233,0.0258,0.0076,0.1423,0.1833,0.0239,0.1461,0.0428,0.0006,0.0094,0.0063,0.0724,0.0044,0.0907,0.0485,0.2589,0.0183,0.1839,0.0094,0.798,0.0151,0.0057,0.0831
2025-05-03,0.0011,0.0,0.0,0.0,0.9302,0.0033,0.5679,0.2945,0.0044,0.0,0.0133,0.0033,0.0,0.0133,0.0445,0.01,0.0056,0.0656,0.0011,0.0322,0.0,0.0,0.1334,0.0345,0.0011,0.0811,0.1145,0.0122,0.3134,0.0489,0.0011,0.0067,0.0,0.0834,0.0111,0.0245,0.03,0.17,0.0144,0.1334,0.01,0.5212,0.0078,0.0122,0.1011
2025-05-04,0.006,0.0,0.0,0.0009,0.7449,0.0043,0.4461,0.1645,0.0052,0.0,0.0198,0.0043,0.0,0.0474,0.0241,0.0043,0.0026,0.0474,0.0043,0.0121,0.0009,0.0017,0.1051,0.1576,0.0086,0.0904,0.0611,0.0043,0.3238,0.0525,0.0009,0.0052,0.0009,0.0611,0.0086,0.0129,0.0413,0.0844,0.0043,0.1249,0.0043,0.5881,0.0069,0.0103,0.0646
2025-05-05,0.0048,0.0,0.0,0.003,1.1084,0.0006,0.8259,0.3443,0.0059,0.0,0.0155,0.0042,0.0,0.066,0.0392,0.0071,0.0024,0.0898,0.0149,0.0065,0.0,0.003,0.1647,0.0404,0.0048,0.1671,0.0571,0.0398,0.1909,0.0238,0.0006,0.0036,0.0054,0.0595,0.0071,0.0196,0.0874,0.1695,0.0042,0.1445,0.0048,0.6779,0.0113,0.0119,0.0708
2025-05-06,0.0077,0.0,0.0,0.0094,1.1682,0.0017,0.7053,0.3353,0.0298,0.0,0.0138,0.0028,0.0,0.0602,0.0453,0.0155,0.0028,0.0558,0.0077,0.016,0.0011,0.0022,0.2071,0.0282,0.0099,0.1237,0.2651,0.0254,0.2038,0.0271,0.0,0.0017,0.005,0.0376,0.0077,0.0083,0.0613,0.243,0.0017,0.1591,0.0028,0.6473,0.0088,0.0094,0.2121
2025-05-07,0.0057,0.0,0.0,0.0021,1.0004,0.0,0.6218,0.3044,0.0275,0.0,0.0644,0.0021,0.0,0.032,0.0394,0.0788,0.0012,0.0595,0.0004,0.0127,0.0021,0.0066,0.2141,0.0615,0.007,0.1169,0.1308,0.0066,0.4364,0.0414,0.0,0.0041,0.0045,0.0554,0.0041,0.0615,0.0615,0.1993,0.0029,0.1436,0.0049,0.6263,0.0098,0.0217,0.4479
2025-05-08,0.0243,0.0,0.0,0.0011,0.9593,0.0011,0.6241,0.265,0.0297,0.5943,0.0135,0.0027,0.0005,0.04,0.0249,0.0941,0.0043,0.0595,0.0,0.0276,0.0016,0.0038,0.2147,0.0535,0.0157,0.1222,0.0438,0.0043,0.9226,0.0319,0.0005,0.0016,0.0022,0.0649,0.0087,0.0097,0.0644,0.1779,0.0065,0.1157,0.0027,0.5354,0.0103,0.0087,0.2709
2025-05-09,0.0152,0.0,0.0,0.0018,0.9445,0.0053,0.6496,0.3131,0.0023,1.2857,0.0158,0.007,0.0,0.0364,0.0328,0.0246,0.0018,0.1085,0.0,0.0188,0.0006,0.0012,0.224,0.0522,0.0123,0.1167,0.2615,0.0006,0.897,0.0487,0.0006,0.0029,0.0012,0.0657,0.01,0.0305,0.0416,0.2175,0.0182,0.1284,0.0041,0.7856,0.0123,0.0035,0.238
2025-05-10,0.0039,0.0,0.0,0.0013,0.658,0.0065,0.4326,0.1629,0.002,0.6743,0.0267,0.0391,0.0,0.1173,0.0899,0.0489,0.002,0.084,0.0007,0.0098,0.0007,0.002,0.2026,0.0267,0.0085,0.0749,0.1564,0.0072,0.3511,0.0625,0.0,0.0052,0.0007,0.0391,0.0104,0.0463,0.0332,0.0873,0.043,0.0821,0.0033,0.7694,0.0189,0.0163,0.6664
2025-05-11,0.0009,0.0,0.0,0.0,0.6534,0.0035,0.4426,0.2257,0.0017,0.4968,0.0079,0.0017,0.0,0.0481,0.0184,0.0096,0.0044,0.0245,0.0,0.0096,0.0009,0.0026,0.0796,0.042,0.0087,0.0254,0.0988,0.0052,0.3726,0.1128,0.0009,0.0026,0.0,0.0297,0.007,0.0105,0.0402,0.0761,0.0026,0.0796,0.0035,0.3525,0.0157,0.0096,0.4968
2025-05-12,0.0058,0.0,0.0,0.0008,1.1666,0.0008,0.7905,0.1997,0.0033,0.2571,0.0116,0.0017,0.0,0.02,0.025,0.01,0.0025,0.0533,0.0025,0.0216,0.0008,0.0033,0.4202,0.0391,0.0175,0.0766,0.0416,0.0067,0.1747,0.0582,0.0,0.0058,0.005,0.0508,0.0067,0.0349,0.0516,0.1723,0.0341,0.198,0.005,0.545,0.01,0.0166,0.2605
2025-05-13,0.0062,0.0,0.0,0.0028,1.0251,0.0028,0.7086,0.2792,0.0283,0.1305,0.0023,0.0028,0.0,0.0153,0.0339,0.0068,0.0017,0.0588,0.0011,0.0107,0.0017,0.004,0.3244,0.0249,0.0073,0.1012,0.0441,0.0062,0.0944,0.0678,0.0,0.0045,0.0028,0.0599,0.0051,0.0198,0.0486,0.2046,0.0085,0.1198,0.0023,0.5973,0.0119,0.009,0.1627
2025-05-14,0.0042,0.0,0.0,0.0132,0.7067,0.0005,0.4719,0.1673,0.0053,0.1309,0.0069,0.0079,0.0,0.0301,0.0274,0.0285,0.0011,0.1093,0.0005,0.0201,0.0016,0.0048,0.3769,0.0153,0.0127,0.0755,0.0628,0.0042,0.0728,0.0422,0.0,0.0037,0.0021,0.0591,0.0048,0.0074,0.0749,0.1356,0.0063,0.1272,0.0079,0.787,0.0111,0.0079,0.0823
2025-05-15,0.0171,0.0,0.0,0.0011,0.7279,0.0032,0.4858,0.2491,0.0037,0.1259,0.0118,0.0075,0.0,0.0102,0.0691,0.0391,0.0021,0.0793,0.0005,0.0155,0.0005,0.0032,0.3433,0.0123,0.0118,0.0921,0.0578,0.0054,0.0718,0.0707,0.0005,0.0037,0.0016,0.075,0.0059,0.0503,0.0653,0.1709,0.0268,0.1002,0.0086,0.737,0.0145,0.045,0.0836
2025-05-16,0.0215,0.0,0.0,0.0007,0.5258,0.0,0.2761,0.1352,0.0272,0.0909,0.0093,0.0036,0.0,0.0186,0.0651,0.2082,0.0021,0.0379,0.0,0.0122,0.0021,0.0014,0.3183,0.01,0.0086,0.1137,0.0773,0.0036,0.0522,0.0587,0.0,0.0036,0.0007,0.1023,0.0021,0.0558,0.1116,0.161,0.0508,0.0909,0.0036,0.7075,0.0265,0.0179,0.1359
2025-05-17,0.0021,0.0,0.0,0.0,0.3698,0.0082,0.265,0.076,0.0031,0.0966,0.0031,0.0041,0.0,0.0575,0.0257,0.0514,0.001,0.0257,0.0,0.0154,0.0021,0.0062,0.1962,0.0164,0.0092,0.0493,0.0092,0.0,0.0657,0.0411,0.001,0.0041,0.0,0.0431,0.0092,0.0031,0.0627,0.1222,0.0021,0.038,0.0072,0.53,0.0185,0.0051,0.0596
2025-05-18,0.0028,0.0,0.0,0.0,0.386,0.0128,0.2182,0.132,0.0037,0.2971,0.0055,0.0101,0.0,0.0147,0.0229,0.0257,0.0018,0.0183,0.0009,0.0055,0.0,0.0018,0.143,0.0174,0.0046,0.0504,0.0046,0.0055,0.2384,0.1275,0.0018,0.0,0.0,0.0312,0.0037,0.0018,0.0376,0.0697,0.0009,0.0578,0.0028,0.2861,0.0101,0.0083,0.0403
2025-05-19,0.003,0.0,0.0,0.0015,0.523,0.0175,0.2882,0.1311,0.003,0.244,0.0076,0.0076,0.0,0.0328,0.0313,0.0572,0.0023,0.0358,0.0221,0.0114,0.0008,0.0023,0.2889,0.0046,0.0107,0.0747,0.029,0.0091,0.0999,0.1052,0.0008,0.0114,0.0008,0.0473,0.0053,0.0038,0.0564,0.1227,0.003,0.0953,0.0053,0.4063,0.0168,0.0076,0.0922
2025-05-20,0.0059,0.0,0.0,0.0,0.5991,0.0064,0.3281,0.1984,0.0319,0.1203,0.0152,0.0049,0.0,0.025,0.0324,0.0471,0.0029,0.0408,0.0,0.0177,0.0025,0.0393,0.3723,0.0211,0.0133,0.0702,0.0707,0.0054,0.0275,0.0761,0.0005,0.0025,0.002,0.0363,0.0079,0.0054,0.0658,0.1626,0.0049,0.0658,0.0118,0.744,0.0226,0.0079,0.0756
2025-05-21,0.0031,0.0,0.0,0.0016,0.5491,0.0021,0.3118,0.1544,0.0031,0.1031,0.0047,0.0062,0.0,0.03,0.0275,0.0161,0.0026,0.0658,0.001,0.0171,0.001,0.0041,0.344,0.0212,0.0135,0.0679,0.1849,0.0062,0.0352,0.0337,0.001,0.0016,0.0026,0.0409,0.0275,0.0041,0.0689,0.116,0.0036,0.0601,0.0078,0.8117,0.0088,0.029,0.0834
2025-05-22,0.0043,0.0,0.0,0.0,0.4763,0.0012,0.2653,0.1933,0.0128,0.0707,0.0055,0.0043,0.0,0.0213,0.0634,0.0281,0.003,0.0842,0.0287,0.0128,0.0006,0.011,0.5068,0.0152,0.0091,0.1433,0.1189,0.011,0.0396,0.0311,0.0,0.0012,0.0012,0.0738,0.0207,0.0061,0.0622,0.2909,0.0073,0.0744,0.0006,0.5928,0.0152,0.0433,0.0604
2025-05-23,0.0072,0.0,0.0,0.0,0.7151,0.001,0.6224,0.203,0.0062,0.0352,0.0026,0.0067,0.0,0.0487,0.0471,0.014,0.0016,0.074,0.0036,0.0176,0.0062,0.0104,0.3915,0.0274,0.0109,0.101,0.0596,0.0057,0.0197,0.0207,0.001,0.0098,0.0021,0.044,0.0088,0.0342,0.0616,0.6147,0.0331,0.1139,0.0062,0.5686,0.0114,0.0072,0.0756
2025-05-24,0.003,0.0,0.0,0.0,0.407,0.0022,0.3456,0.1103,0.0059,0.0429,0.0044,0.003,0.0007,0.0311,0.0222,0.0229,0.003,0.0422,0.0007,0.0141,0.0,0.0022,0.2938,0.0207,0.0067,0.057,0.1118,0.0044,0.0326,0.0385,0.0007,0.0015,0.0,0.0673,0.0067,0.0074,0.037,0.3256,0.0059,0.0585,0.0015,0.47,0.0148,0.0215,0.077
2025-05-25,0.0,0.0,0.0,0.0008,0.2692,0.0041,0.1814,0.0903,0.0033,0.135,0.0041,0.0033,0.0,0.0215,0.029,0.0249,0.0017,0.0149,0.0,0.0157,0.0008,0.0025,0.1541,0.0099,0.0033,0.0331,0.0886,0.0207,0.0919,0.0472,0.0008,0.0066,0.0,0.029,0.005,0.0017,0.0406,0.2137,0.0017,0.0737,0.0083,0.2874,0.0124,0.0157,0.0497
2025-05-26,0.0122,0.0,0.0,0.0017,0.4393,0.0009,0.3256,0.0642,0.0017,0.0616,0.0035,0.0009,0.0,0.0174,0.0165,0.0148,0.0017,0.0252,0.0,0.0052,0.0,0.0009,0.092,0.0069,0.0035,0.02,0.1528,0.0043,0.0252,0.0599,0.0,0.0009,0.0,0.0243,0.0026,0.0026,0.0504,0.1485,0.0009,0.0651,0.0026,0.1788,0.0165,0.0104,0.0478
2025-05-27,0.0236,0.0,0.0,0.0007,0.5857,0.0014,0.3685,0.1235,0.0173,0.0326,0.0187,0.0049,0.0,0.0111,0.0382,0.0743,0.0014,0.05,0.0,0.0167,0.0007,0.0035,0.1575,0.0062,0.0104,0.0618,0.0701,0.0056,0.0222,0.0396,0.0,0.0777,0.0021,0.0923,0.0069,0.0069,0.0402,0.3352,0.0042,0.0944,0.0062,0.2783,0.0104,0.0104,0.0416
2025-05-28,0.0196,0.0,0.0,0.0,0.6097,0.001,0.4056,0.1352,0.0085,0.0312,0.0045,0.0437,0.0,0.0327,0.0784,0.0151,0.001,0.0412,0.0005,0.0156,0.0015,0.006,0.3267,0.0111,0.0116,0.0633,0.0427,0.004,0.0312,0.0462,0.0005,0.0694,0.004,0.1151,0.0116,0.001,0.0477,0.3971,0.0005,0.1312,0.0085,0.4981,0.0131,0.0141,0.0734
2025-05-29,0.0064,0.0,0.0,0.0075,1.4463,0.0011,0.9055,0.7049,0.0156,0.0257,0.0102,0.1169,0.0,0.037,0.1481,0.0338,0.0032,0.0343,0.0016,0.0188,0.0027,0.0027,0.3498,0.0161,0.0161,0.0622,0.052,0.0086,0.0166,0.0311,0.0016,0.0064,0.0038,0.0488,0.0054,0.0038,0.0579,0.5311,0.0016,0.1389,0.0204,0.972,0.0118,0.008,0.0542
2025-05-30,0.0046,0.0,0.0,0.0,0.9261,0.0023,0.612,0.4484,0.0035,0.0271,0.0029,0.0075,0.0,0.0553,0.0277,0.1222,0.0006,0.0461,0.0012,0.0138,0.0006,0.0006,0.2259,0.0086,0.0092,0.0657,0.072,0.0058,0.019,0.0213,0.0,0.0029,0.0012,0.0352,0.0075,0.0052,0.0709,0.3487,0.0035,0.0905,0.0207,0.7538,0.0098,0.0104,0.0743
2025-05-31,0.0068,0.0,0.0,0.0,0.6729,0.0023,0.4347,0.1998,0.0011,0.0135,0.0034,0.0023,0.0,0.0373,0.0384,0.026,0.0023,0.0644,0.0011,0.0113,0.0011,0.0023,0.1998,0.0294,0.0079,0.0621,0.1648,0.0,0.0124,0.0395,0.0,0.0011,0.0,0.0316,0.0068,0.0011,0.0644,0.2563,0.0011,0.0463,0.0079,0.5487,0.0192,0.0068,0.061
2025-06-01,0.0146,0.0,0.0,0.0007,0.4727,0.0015,0.276,0.1799,0.0029,0.0546,0.0036,0.0044,0.0,0.0168,0.0233,0.0444,0.0022,0.0219,0.0007,0.0095,0.0007,0.0029,0.185,0.0073,0.0036,0.0422,0.0707,0.0204,0.0182,0.051,0.0007,0.0015,0.0,0.016,0.0051,0.0022,0.0364,0.1945,0.0,0.0612,0.0029,0.3241,0.0168,0.0102,0.0554
2025-06-02,0.0035,0.0,0.0,0.0,0.573,0.0161,0.4038,0.1994,0.002,0.0307,0.006,0.0055,0.0,0.0509,0.0368,0.2371,0.005,0.0514,0.001,0.0347,0.002,0.002,0.2497,0.0091,0.0292,0.0594,0.0665,0.0091,0.0201,0.0735,0.0005,0.0015,0.001,0.0418,0.0055,0.0045,0.0529,0.1667,0.0035,0.069,0.004,0.6062,0.0131,0.0111,0.0705
2025-06-03,0.0083,0.0,0.0,0.0005,0.6173,0.0036,0.406,0.1713,0.0202,0.0166,0.0021,0.0187,0.0,0.0405,0.055,0.0395,0.0026,0.0649,0.0016,0.028,0.0031,0.0016,0.3317,0.0177,0.0177,0.0831,0.1147,0.0119,0.0177,0.0457,0.001,0.0,0.0026,0.0659,0.0042,0.0566,0.0654,0.1838,0.0504,0.0914,0.0067,0.6599,0.0088,0.0073,0.0732
2025-06-04,0.0062,0.0,0.0,0.0005,0.7403,0.001,0.4581,0.1848,0.0026,0.0375,0.0036,0.0245,0.0,0.051,0.0609,0.0911,0.0016,0.0854,0.0026,0.0432,0.0016,0.0016,0.442,0.0099,0.0344,0.1171,0.19,0.0057,0.0156,0.0281,0.0,0.001,0.0016,0.0698,0.0062,0.0281,0.0854,0.2301,0.026,0.0588,0.0078,0.7867,0.0125,0.0099,0.0635
2025-06-05,0.0058,0.0,0.0,0.0004,0.7468,0.0279,0.4059,0.1917,0.0212,0.0341,0.0044,0.008,0.0075,0.0173,0.0912,0.0345,0.0031,0.0416,0.0066,0.1443,0.0018,0.0013,0.3333,0.0093,0.1319,0.1293,0.0885,0.0053,0.0221,0.0385,0.0013,0.0009,0.0022,0.0496,0.0084,0.0027,0.0704,0.3112,0.0018,0.0567,0.0447,0.8243,0.0142,0.0372,0.089
2025-06-06,0.0055,0.0,0.0,0.002,0.719,0.0121,0.3341,0.2577,0.002,0.0342,0.004,0.0085,0.0186,0.0417,0.0467,0.0221,0.002,0.0517,0.0035,0.0929,0.0,0.001,0.303,0.006,0.0774,0.1281,0.1608,0.0025,0.0296,0.0171,0.0,0.0055,0.0005,0.0834,0.007,0.008,0.0492,0.2733,0.0055,0.0774,0.0764,0.924,0.0186,0.0744,0.2221
2025-06-07,0.0046,0.0,0.0,0.0,0.3839,0.0027,0.2075,0.1366,0.004,0.0504,0.0027,0.0027,0.0119,0.0172,0.0245,0.0444,0.0046,0.0683,0.0,0.0292,0.0007,0.0,0.1366,0.0298,0.0252,0.1187,0.0676,0.0033,0.0451,0.0378,0.0,0.0027,0.0013,0.0398,0.0027,0.0106,0.0338,0.1532,0.0066,0.053,0.0351,0.9296,0.0139,0.0219,0.0656
2025-06-08,0.0626,0.0,0.0,0.0062,0.2055,0.0026,0.0785,0.0503,0.0018,0.0741,0.0026,0.0018,0.0035,0.0079,0.0176,0.0212,0.0044,0.0106,0.0,0.0317,0.0018,0.0,0.1164,0.0088,0.0265,0.0309,0.4524,0.0079,0.0723,0.0414,0.0026,0.0053,0.0018,0.0317,0.0044,0.0018,0.0423,0.0873,0.0009,0.045,0.0141,1.1888,0.0176,0.0591,0.0379
2025-06-09,0.0098,0.0,0.0,0.0015,0.5382,0.0211,0.351,0.1834,0.0204,0.0226,0.0015,0.0098,0.006,0.0128,0.0694,0.0513,0.003,0.0272,0.0023,0.043,0.003,0.0015,0.2219,0.0204,0.0355,0.0679,0.2521,0.0045,0.0151,0.0189,0.0023,0.0,0.0023,0.0528,0.0045,0.2446,0.1457,0.1351,0.2431,0.0589,0.0159,1.7875,0.0083,0.0279,0.0468
2025-06-10,0.0026,0.0,0.0,0.001,0.411,0.0031,0.2298,0.0935,0.0042,0.0261,0.0052,0.0089,0.001,0.0209,0.0339,0.0151,0.0021,0.036,0.0016,0.0282,0.0021,0.0026,0.1985,0.012,0.0225,0.0663,0.4732,0.0026,0.012,0.0235,0.0,0.0,0.001,0.07,0.0068,0.0987,0.2408,0.1081,0.1013,0.0877,0.0099,2.0636,0.0089,0.0778,0.0366
2025-06-11,0.0155,0.0,0.0,0.0006,0.7493,0.0006,0.3592,0.2818,0.0046,0.0309,0.012,0.0092,0.0017,0.0178,0.0344,0.0481,0.0017,0.0613,0.008,0.0453,0.0006,0.0017,0.2102,0.0298,0.0367,0.0687,0.4136,0.0074,0.0092,0.0143,0.0,0.0029,0.0011,0.0561,0.0074,0.016,0.067,0.1409,0.0143,0.1094,0.0155,2.0233,0.0155,0.0945,0.0264
2025-06-12,0.0104,0.0,0.0,0.0017,0.5621,0.0026,0.2693,0.1625,0.0061,0.0191,0.0035,0.0009,0.0,0.0686,0.1494,0.0148,0.0035,0.1234,0.0626,0.0339,0.0009,0.0017,0.2224,0.0521,0.0217,0.0521,0.2476,0.007,0.0078,0.0174,0.0,0.0009,0.0009,0.0886,0.0043,0.04,0.0904,0.1408,0.0174,0.0695,0.0043,2.0288,0.0104,0.0374,0.0469
2025-06-13,0.0679,0.0,0.0,0.0012,0.4618,0.0018,0.2363,0.1816,0.0331,0.0493,0.0042,0.003,0.0006,0.0168,0.1046,0.0168,0.003,0.0409,0.0054,0.0379,0.0018,0.0018,0.2189,0.0505,0.0307,0.0361,0.1515,0.0048,0.0385,0.0096,0.0024,0.003,0.0006,0.0475,0.0054,0.0054,0.074,0.0938,0.003,0.0746,0.0042,1.6392,0.0102,0.0078,0.0247
2025-06-14,0.0168,0.0,0.0,0.0,0.3008,0.0019,0.1644,0.1411,0.0019,0.0486,0.0009,0.0103,0.0,0.0402,0.029,0.0308,0.0019,0.0439,0.0028,0.0196,0.0,0.0075,0.1784,0.0355,0.0149,0.0402,0.0626,0.0084,0.0243,0.0234,0.0009,0.0,0.0,0.0822,0.0075,0.0028,0.0551,0.0757,0.0075,0.0925,0.0037,1.5845,0.0159,0.0075,0.0178
2025-07-02,0.0058,0.0,0.0,0.0,0.4594,0.0039,0.2557,0.1709,0.0206,0.045,0.0013,0.0026,0.0,0.036,0.0366,0.0212,0.0032,0.0225,0.0347,0.0129,0.0,0.0013,0.4388,0.0103,0.0109,0.1047,0.0816,0.0032,0.018,0.0353,0.0006,0.0013,0.0064,0.0822,0.0129,0.0051,0.052,0.1214,0.0032,0.0777,0.0116,0.6412,0.0096,0.0096,0.0559
2025-07-03,0.0074,0.0,0.0,0.0,0.5062,0.004,0.311,0.2202,0.0017,0.0471,0.0011,0.004,0.0006,0.0204,0.0323,0.0057,0.0051,0.0261,0.0346,0.0096,0.0017,0.0006,0.9153,0.0068,0.0079,0.1708,0.0619,0.0091,0.0233,0.0148,0.0017,0.0023,0.0023,0.0596,0.0068,0.0011,0.0619,0.0908,0.0006,0.0749,0.0176,1.3,0.0131,0.0102,0.0284
2025-07-04,0.0043,0.0,0.0,0.0006,0.334,0.0024,0.2168,0.0739,0.0018,0.0147,0.0006,0.0018,0.0006,0.0171,0.0281,0.0079,0.0067,0.0189,0.0153,0.0085,0.0,0.0006,0.6582,0.0073,0.0061,0.0641,0.0238,0.0226,0.0085,0.0342,0.0006,0.0012,0.0012,0.0293,0.0098,0.0006,0.0531,0.0965,0.0,0.1001,0.0049,0.9763,0.0134,0.0134,0.0714
2025-07-05,0.0064,0.0,0.0,0.0008,0.2582,0.0016,0.1668,0.0794,0.0008,0.0417,0.0024,0.0,0.0,0.0048,0.0369,0.0048,0.0048,0.0208,0.0104,0.016,0.0,0.0,0.3897,0.0128,0.0104,0.0249,0.0104,0.0056,0.0361,0.02,0.0008,0.0016,0.0016,0.0265,0.0096,0.0032,0.0473,0.085,0.0016,0.0545,0.008,0.4835,0.0032,0.0072,0.0657
2025-07-06,0.0,0.0,0.0,0.0,0.3468,0.0026,0.2701,0.0946,0.0017,0.1696,0.0009,0.0017,0.0,0.0068,0.0196,0.006,0.0026,0.0631,0.0673,0.0153,0.0,0.0009,0.207,0.0085,0.0136,0.0273,0.0239,0.0187,0.0324,0.0153,0.0009,0.0009,0.0,0.0673,0.0119,0.0017,0.0613,0.0486,0.0,0.0486,0.0119,0.3076,0.0162,0.0077,0.0613
2025-07-07,0.0066,0.0,0.0,0.0094,0.6984,0.0011,0.5709,0.2291,0.0017,0.1402,0.0017,0.0033,0.0017,0.0315,0.0226,0.1209,0.0028,0.0618,0.0237,0.0099,0.0006,0.0,0.2943,0.011,0.0066,0.0745,0.011,0.0088,0.016,0.0215,0.0,0.0011,0.0022,0.085,0.0215,0.0022,0.0536,0.0845,0.0011,0.1071,0.0193,0.5902,0.0094,0.0077,0.09
2025-07-08,0.0111,0.0,0.0,0.0005,0.7447,0.0046,0.6183,0.2033,0.019,0.0208,0.0005,0.0019,0.0023,0.1204,0.025,0.0565,0.0028,0.0722,0.0245,0.0125,0.0005,0.0023,0.314,0.0093,0.0088,0.0676,0.1102,0.0102,0.0181,0.0329,0.0,0.0009,0.0009,0.05,0.0097,0.0065,0.0593,0.0792,0.0046,0.0871,0.0134,0.6562,0.0102,0.006,0.0954
2025-07-09,0.0085,0.0,0.0,0.002,0.6348,0.0033,0.5827,0.1302,0.0,0.0573,0.0046,0.0026,0.0078,0.0788,0.0293,0.0814,0.002,0.1048,0.0104,0.0312,0.0,0.0046,0.2669,0.0104,0.0286,0.125,0.1237,0.013,0.0234,0.0273,0.0,0.0026,0.0013,0.0684,0.0091,0.0013,0.1491,0.0937,0.0007,0.0827,0.0059,0.638,0.0091,0.0026,0.0684
2025-07-10,0.01,0.0,0.0,0.0039,0.636,0.0033,0.4574,0.1796,0.0268,0.0251,0.0061,0.0061,0.0033,0.0167,0.043,0.0536,0.0,0.0904,0.0056,0.0262,0.0,0.0173,0.2689,0.01,0.0184,0.1305,0.0937,0.0112,0.0139,0.0318,0.0,0.0017,0.0022,0.0391,0.01,0.0028,0.1255,0.1322,0.0,0.077,0.005,0.8334,0.0089,0.005,0.0748
2025-07-11,0.0068,0.0,0.0,0.0021,0.7403,0.1917,0.6047,0.2161,0.0,0.0182,0.0047,0.0042,0.0031,0.0229,0.0332,0.0758,0.0031,0.0488,0.0088,0.0145,0.0,0.013,0.239,0.0052,0.0114,0.1049,0.159,0.0156,0.0151,0.0182,0.0,0.0052,0.001,0.0421,0.0229,0.001,0.0997,0.1268,0.001,0.0873,0.0052,1.0624,0.0192,0.0047,0.0691
2025-07-12,0.0164,0.0,0.0,0.0007,0.6749,0.0067,0.4876,0.1591,0.0,0.0208,0.003,0.003,0.003,0.0216,0.0253,0.1479,0.003,0.0736,0.0022,0.0126,0.0007,0.0015,0.2104,0.0141,0.0074,0.0446,0.0557,0.0082,0.0379,0.0312,0.0,0.0015,0.0,0.0461,0.0156,0.0059,0.0951,0.1539,0.0045,0.0543,0.0052,0.918,0.0156,0.0037,0.0431
2025-07-13,0.018,0.0,0.0,0.0,0.4903,0.0225,0.3077,0.1134,0.0018,0.0486,0.0045,0.0027,0.009,0.009,0.0351,0.1772,0.0009,0.0225,0.0252,0.0099,0.0,0.0009,0.179,0.0117,0.0072,0.0306,0.0378,0.2213,0.0126,0.0216,0.0,0.0027,0.0,0.0279,0.0081,0.0018,0.0702,0.0513,0.0009,0.0558,0.0045,0.6856,0.0126,0.0135,0.0648
2025-07-14,0.0231,0.0,0.0,0.0013,1.014,0.0059,0.5579,0.2525,0.035,0.0231,0.0026,0.0066,0.0119,0.0086,0.041,0.0635,0.0033,0.0152,0.0311,0.0383,0.0013,0.0053,0.1831,0.0615,0.0152,0.1474,0.1745,0.0734,0.0119,0.0866,0.0,0.0007,0.002,0.0357,0.045,0.0046,0.078,0.0873,0.0046,0.1144,0.0086,0.589,0.0159,0.0066,0.0364
2025-07-15,0.0405,0.0,0.0,0.0,0.9042,0.0025,0.601,0.2891,0.0041,0.0122,0.002,0.0197,0.0213,0.0208,0.0749,0.1337,0.0046,0.0668,0.0147,0.0253,0.003,0.0025,0.2314,0.0218,0.0197,0.2896,0.1175,0.0147,0.0096,0.0516,0.001,0.0015,0.0025,0.0602,0.0111,0.0076,0.0542,0.1382,0.0056,0.0775,0.0041,0.6865,0.0152,0.0066,0.0597
